timestamp,py_x,py_y,py_z
2024-09-28 14:03:11,2.161895751953125,0.7341156005859375,-2.8173980712890625
2024-09-28 14:03:14,-6.967529296875,2.0923004150390625,0.393951416015625
2024-09-28 14:03:17,5.9722900390625,1.4929046630859375,1.390960693359375
2024-09-28 14:03:20,0.2339935302734375,-0.6925048828125,-0.61016845703125
2024-09-28 14:03:23,0.193084716796875,-0.4322662353515625,-0.904083251953125
2024-09-28 14:03:26,1.4535980224609375,0.0573272705078125,-0.724365234375
2024-09-28 14:03:29,-0.4611053466796875,0.510986328125,-0.988677978515625
2024-09-28 14:03:32,-2.14544677734375,-0.4608154296875,-0.713592529296875
2024-09-28 14:03:35,3.1597137451171875,1.9086761474609375,-0.8844757080078125
2024-09-28 14:03:38,1.098236083984375,1.471710205078125,-1.5618438720703125
2024-09-28 14:03:41,-0.843719482421875,0.45672607421875,-0.4243011474609375
2024-09-28 14:03:45,-1.011444091796875,-0.8429412841796875,5.709808349609375
2024-09-28 14:03:48,-2.03619384765625,1.1573333740234375,-0.2066192626953125
2024-09-28 14:03:51,-0.436004638671875,0.8090057373046875,-4.6778106689453125
2024-09-28 14:03:54,-0.33758544921875,0.409454345703125,-7.45770263671875
2024-09-28 14:03:57,-3.3740234375,2.7130889892578125,-2.2015228271484375
2024-09-28 14:04:00,-5.3949432373046875,1.1084747314453125,-1.1178436279296875
2024-09-28 14:04:03,-4.8681793212890625,-0.0499267578125,0.22393798828125
2024-09-28 14:04:06,-3.25762939453125,1.8274993896484375,-0.9998779296875
2024-09-28 14:04:09,-1.424957275390625,1.483673095703125,-0.4543914794921875
