timestamp,py_x,py_y,py_z
2024-09-28 14:08:21,0.0082244873046875,-0.018310546875,-0.9958953857421875
2024-09-28 14:08:24,-0.01031494140625,-0.0186614990234375,-1.0083160400390625
2024-09-28 14:08:27,0.0063323974609375,0.0013275146484375,-0.99365234375
2024-09-28 14:08:30,9.1552734375e-05,-0.022674560546875,-1.0029296875
2024-09-28 14:08:33,-0.00933837890625,-0.043670654296875,-1.0039215087890625
2024-09-28 14:08:36,0.000335693359375,-0.0170135498046875,-0.996978759765625
2024-09-28 14:08:39,1.52587890625e-05,-0.0179290771484375,-0.9993438720703125
2024-09-28 14:08:42,0.0049896240234375,-0.0125579833984375,-0.992462158203125
2024-09-28 14:08:45,0.001434326171875,-0.0243072509765625,-0.9982147216796875
2024-09-28 14:08:48,0.000335693359375,-0.0223388671875,-1.003509521484375
2024-09-28 14:08:52,0.000579833984375,-0.0188751220703125,-1.000244140625
2024-09-28 14:08:55,0.0042724609375,-0.020263671875,-0.998779296875
2024-09-28 14:08:58,0.0025177001953125,-0.019561767578125,-1.0016937255859375
2024-09-28 14:09:01,0.00213623046875,-0.0157928466796875,-1.0005645751953125
2024-09-28 14:09:04,0.00360107421875,-0.0192718505859375,-0.9988555908203125
2024-09-28 14:09:07,1.52587890625e-05,-0.0186767578125,-0.9988250732421875
2024-09-28 14:09:10,0.003173828125,-0.0206756591796875,-0.99908447265625
2024-09-28 14:09:13,-0.00299072265625,-0.0157928466796875,-0.998931884765625
2024-09-28 14:09:16,0.003173828125,-0.0167694091796875,-1.000732421875
2024-09-28 14:09:19,0.00213623046875,-0.01776123046875,-0.9988861083984375
